Shipment_ID,Order_Date,Delivery_Date,Scheduled_Delivery_Date,Origin_City,Destination_City,Distance_KM,Carrier_ID,Vehicle_Type,Shipment_Weight_KG,Shipment_Volume_M3,Priority_Level,Customer_ID,Freight_Cost,Delivery_Status
SHP-01605,2024-02-21,2024-02-23,2024-02-23,Seattle,Phoenix,1030,CAR-007,Truck,221.49,0.368,Standard,CUST-5007,1041.12,On-Time
SHP-01606,2024-01-27,2024-01-30,2024-01-30,Dallas,New York,1843,CAR-008,Truck,314.8,0.76,Standard,CUST-7106,3172.02,On-Time
SHP-01607,2024-07-13,2024-07-17,2024-07-16,Miami,Atlanta,2467,CAR-006,Truck,382.52,0.424,Express,CUST-8325,3011.47,Delayed
SHP-01608,2024-01-14,2024-01-17,2024-01-17,Miami,Phoenix,1639,CAR-001,Van,107.44,0.269,Standard,CUST-3355,1253.33,On-Time
SHP-01609,2024-10-07,2024-10-08,2024-10-08,Dallas,Atlanta,1797,CAR-002,Van,51.67,0.145,Overnight,CUST-5095,2632.06,On-Time
SHP-01610,2023-03-27,2023-03-30,2023-03-30,Denver,Boston,1973,CAR-006,Truck,124.63,0.211,Standard,CUST-4808,1654.49,On-Time
SHP-01611,2023-03-02,2023-03-03,2023-03-03,Boston,Dallas,603,CAR-008,Van,211.31,0.358,Express,CUST-6535,1115.85,On-Time
SHP-01612,2023-06-04,2023-06-09,2023-06-07,Houston,Phoenix,1957,CAR-005,Truck,368.98,0.741,Standard,CUST-1091,2628.69,Delayed
SHP-01613,2023-10-02,2023-10-05,2023-10-05,Minneapolis,Chicago,2241,CAR-002,Semi-Truck,91.8,0.185,Express,CUST-6128,2184.74,On-Time
SHP-01614,2024-10-29,2024-10-31,2024-10-31,Atlanta,Boston,1457,CAR-005,Truck,513.98,0.689,Standard,CUST-2334,2119.78,On-Time
SHP-01615,2023-04-18,2023-04-20,2023-04-19,Washington DC,New York,899,CAR-008,Van,510.7,0.901,Standard,CUST-3655,1716.69,Delayed
SHP-01616,2024-06-16,2024-06-18,2024-06-18,Nashville,Phoenix,1734,CAR-002,Van,458.56,0.773,Express,CUST-1639,2475.6,On-Time
SHP-01617,2024-03-10,2024-03-11,2024-03-11,Seattle,San Francisco,319,CAR-003,Truck,504.35,1.042,Standard,CUST-3291,430.01,On-Time
SHP-01618,2024-07-14,2024-07-17,2024-07-15,Phoenix,Philadelphia,712,CAR-002,Van,562.56,1.217,Standard,CUST-5441,694.8,Delayed
SHP-01619,2024-06-19,2024-06-22,2024-06-20,San Francisco,Milwaukee,599,CAR-007,Semi-Truck,235.4,0.669,Standard,CUST-9572,628.18,Delayed
SHP-01620,2024-12-02,2024-12-03,2024-12-03,Atlanta,New York,517,CAR-002,Truck,199.69,0.518,Standard,CUST-5116,432.49,On-Time
SHP-01621,2024-04-28,2024-05-01,2024-05-01,Philadelphia,New York,1500,CAR-006,Semi-Truck,53.78,0.054,Standard,CUST-3217,1035.39,On-Time
SHP-01622,2023-06-18,2023-06-23,2023-06-21,Phoenix,Minneapolis,1569,CAR-004,Semi-Truck,332.35,0.961,Standard,CUST-8708,1367.74,Delayed
SHP-01623,2023-03-10,2023-03-11,2023-03-11,New York,Los Angeles,823,CAR-008,Van,71.84,0.215,Overnight,CUST-2537,2163.51,On-Time
SHP-01624,2024-07-04,2024-07-10,2024-07-08,Dallas,Phoenix,2437,CAR-004,Van,588.89,1.324,Standard,CUST-2093,2286.56,Delayed
SHP-01625,2023-12-25,2023-12-27,2023-12-26,San Francisco,Washington DC,1348,CAR-006,Semi-Truck,347.07,0.583,Express,CUST-5498,1828.53,Delayed
SHP-01626,2023-10-19,2023-10-20,2023-10-20,New York,Seattle,1080,CAR-006,Semi-Truck,315.68,0.796,Express,CUST-7607,1265.01,On-Time
SHP-01627,2023-09-18,2023-09-21,2023-09-21,Boston,Phoenix,1696,CAR-008,Truck,635.55,1.72,Standard,CUST-3497,3167.88,On-Time
SHP-01628,2023-04-16,2023-04-19,2023-04-19,Detroit,Atlanta,2006,CAR-005,Van,81.38,0.145,Express,CUST-2676,2947.93,On-Time
SHP-01629,2023-05-10,2023-05-11,2023-05-11,San Francisco,Miami,1033,CAR-001,Truck,75.11,0.219,Express,CUST-6409,1205.82,On-Time
SHP-01630,2024-08-12,2024-08-17,2024-08-14,Miami,San Francisco,1895,CAR-004,Truck,560.97,0.657,Express,CUST-8756,2368.56,Delayed
SHP-01631,2023-08-03,2023-08-06,2023-08-06,Atlanta,San Francisco,1695,CAR-005,Semi-Truck,321.77,0.635,Standard,CUST-2496,2022.04,On-Time
SHP-01632,2024-09-21,2024-09-22,2024-09-22,Seattle,Houston,973,CAR-007,Van,115.66,0.145,Standard,CUST-1855,971.45,On-Time
SHP-01633,2023-05-21,2023-05-26,2023-05-25,Boston,Miami,2301,CAR-004,Truck,820.06,1.13,Standard,CUST-9198,2626.92,Delayed
SHP-01634,2023-05-01,2023-05-02,2023-05-02,Atlanta,Houston,909,CAR-006,Truck,406.63,0.438,Standard,CUST-6816,931.37,On-Time
SHP-01635,2023-11-16,2023-11-19,2023-11-18,Miami,Boston,1959,CAR-006,Truck,588.2,1.031,Express,CUST-5550,3027.72,Delayed
SHP-01636,2024-12-29,2025-01-01,2025-01-01,Cleveland,Minneapolis,1722,CAR-001,Truck,261.23,0.273,Standard,CUST-5104,1578.52,On-Time
SHP-01637,2024-12-02,2024-12-06,2024-12-06,Cleveland,Phoenix,2346,CAR-004,Semi-Truck,124.62,0.189,Standard,CUST-6991,1514.64,On-Time
SHP-01638,2024-04-22,2024-04-25,2024-04-25,Houston,Seattle,2123,CAR-002,Truck,772.25,0.795,Express,CUST-4129,3176.28,On-Time
SHP-01639,2024-01-27,2024-01-29,2024-01-29,Philadelphia,San Francisco,1358,CAR-001,Semi-Truck,337.23,0.67,Standard,CUST-4208,1405.03,On-Time
SHP-01640,2024-03-28,2024-03-29,2024-03-29,Nashville,Cleveland,966,CAR-003,Van,100.27,0.143,Standard,CUST-6381,1025.24,On-Time
SHP-01641,2023-04-07,2023-04-07,2023-04-08,Denver,Phoenix,1512,CAR-003,Semi-Truck,953.82,1.112,Overnight,CUST-5473,5926.9,Early
SHP-01642,2023-02-04,2023-02-05,2023-02-05,Cleveland,Detroit,1362,CAR-005,Truck,245.0,0.561,Express,CUST-5145,2268.45,On-Time
SHP-01643,2023-10-08,2023-10-09,2023-10-09,Milwaukee,Cleveland,1216,CAR-001,Cargo Plane,411.53,1.199,Express,CUST-8713,1834.33,On-Time
SHP-01644,2024-09-14,2024-09-15,2024-09-15,Houston,Dallas,597,CAR-007,Truck,275.73,0.566,Express,CUST-9938,904.92,On-Time
SHP-01645,2023-04-17,2023-04-18,2023-04-18,Miami,Chicago,763,CAR-008,Van,458.32,0.62,Standard,CUST-3509,1442.04,On-Time
SHP-01646,2024-12-23,2024-12-28,2024-12-26,New York,Dallas,2002,CAR-007,Semi-Truck,296.3,0.523,Express,CUST-2956,3114.33,Delayed
SHP-01647,2023-02-27,2023-03-03,2023-03-03,Los Angeles,San Francisco,2041,CAR-002,Semi-Truck,561.12,0.828,Standard,CUST-5546,2262.52,On-Time
SHP-01648,2023-07-18,2023-07-19,2023-07-19,Detroit,Minneapolis,947,CAR-006,Semi-Truck,382.06,1.1,Express,CUST-6185,1222.66,On-Time
SHP-01649,2024-12-27,2024-12-28,2024-12-28,Nashville,Denver,346,CAR-001,Cargo Plane,104.63,0.125,Standard,CUST-7000,296.92,On-Time
SHP-01650,2024-06-12,2024-06-13,2024-06-13,Philadelphia,Cleveland,537,CAR-008,Truck,252.62,0.303,Standard,CUST-2007,744.35,On-Time
SHP-01651,2023-03-08,2023-03-13,2023-03-09,Chicago,Washington DC,969,CAR-001,Semi-Truck,311.45,0.583,Standard,CUST-2375,955.28,Delayed
SHP-01652,2023-06-26,2023-06-27,2023-06-27,Nashville,Washington DC,859,CAR-007,Van,417.02,1.074,Standard,CUST-3833,1026.3,On-Time
SHP-01653,2024-10-12,2024-10-15,2024-10-13,Detroit,Nashville,762,CAR-008,Semi-Truck,111.13,0.147,Express,CUST-6745,1301.69,Delayed
SHP-01654,2023-05-01,2023-05-05,2023-05-05,Detroit,Los Angeles,2414,CAR-003,Truck,689.02,1.966,Standard,CUST-8585,3501.46,On-Time
SHP-01655,2023-04-01,2023-04-03,2023-04-03,Milwaukee,Cleveland,1216,CAR-003,Van,915.02,2.065,Standard,CUST-4041,2158.35,On-Time
SHP-01656,2023-11-22,2023-11-23,2023-11-23,Detroit,Nashville,762,CAR-008,Cargo Plane,257.3,0.327,Standard,CUST-1171,1043.32,On-Time
SHP-01657,2023-08-11,2023-08-13,2023-08-13,New York,Denver,1527,CAR-003,Truck,231.39,0.526,Express,CUST-5042,2447.2,On-Time
SHP-01658,2023-11-12,2023-11-13,2023-11-13,Boston,Seattle,453,CAR-003,Truck,137.12,0.194,Express,CUST-4130,656.29,On-Time
SHP-01659,2023-05-16,2023-05-18,2023-05-18,Baltimore,Philadelphia,1159,CAR-003,Truck,376.77,0.554,Standard,CUST-5570,1485.73,On-Time
SHP-01660,2023-05-24,2023-05-25,2023-05-25,Minneapolis,San Francisco,361,CAR-004,Truck,300.94,0.721,Standard,CUST-4264,281.54,On-Time
SHP-01661,2023-07-01,2023-07-04,2023-07-02,Baltimore,San Francisco,1015,CAR-007,Van,598.04,1.138,Overnight,CUST-6715,3026.16,Delayed
SHP-01662,2024-10-19,2024-10-21,2024-10-21,Chicago,Minneapolis,1494,CAR-007,Semi-Truck,91.84,0.267,Standard,CUST-7318,1345.2,On-Time
SHP-01663,2023-06-09,2023-06-11,2023-06-11,Milwaukee,Phoenix,1352,CAR-004,Van,177.47,0.178,Standard,CUST-5729,864.38,On-Time
SHP-01664,2023-08-01,2023-08-02,2023-08-02,Miami,Dallas,841,CAR-004,Cargo Plane,61.57,0.117,Standard,CUST-5406,535.91,On-Time
SHP-01665,2023-04-03,2023-04-04,2023-04-04,Baltimore,Boston,997,CAR-002,Van,383.3,0.588,Standard,CUST-2889,934.61,On-Time
SHP-01666,2024-06-13,2024-06-18,2024-06-16,San Francisco,Nashville,2023,CAR-005,Van,231.12,0.32,Express,CUST-7099,3375.67,Delayed
SHP-01667,2024-07-31,2024-08-05,2024-08-02,Denver,Washington DC,1427,CAR-004,Truck,236.78,0.604,Standard,CUST-6879,1060.26,Delayed
SHP-01668,2023-01-09,2023-01-13,2023-01-13,Los Angeles,Chicago,2016,CAR-007,Truck,203.4,0.389,Standard,CUST-4065,2192.01,On-Time
SHP-01669,2024-01-02,2024-01-06,2024-01-05,San Francisco,Seattle,1915,CAR-001,Truck,180.73,0.378,Standard,CUST-8192,1738.72,Delayed
SHP-01670,2024-09-23,2024-09-26,2024-09-26,Minneapolis,Cleveland,1590,CAR-006,Truck,384.69,0.864,Standard,CUST-4990,1422.28,On-Time
SHP-01671,2023-09-16,2023-09-17,2023-09-17,Dallas,Nashville,1251,CAR-007,Truck,536.87,0.752,Express,CUST-1657,2155.37,On-Time
SHP-01672,2023-08-28,2023-08-29,2023-08-29,New York,Los Angeles,823,CAR-005,Semi-Truck,74.26,0.097,Express,CUST-7897,1054.78,On-Time
SHP-01673,2024-03-12,2024-03-15,2024-03-14,Dallas,Baltimore,1554,CAR-007,Cargo Plane,45.63,0.116,Express,CUST-5924,1915.7,Delayed
SHP-01674,2024-09-03,2024-09-05,2024-09-04,Minneapolis,San Francisco,361,CAR-008,Semi-Truck,390.0,0.644,Overnight,CUST-6458,1167.14,Delayed
SHP-01675,2023-02-25,2023-02-26,2023-02-26,Miami,Philadelphia,1861,CAR-002,Truck,314.32,0.722,Overnight,CUST-3708,2926.54,On-Time
SHP-01676,2024-04-16,2024-04-17,2024-04-17,Chicago,Nashville,530,CAR-005,Van,107.6,0.117,Standard,CUST-5936,497.29,On-Time
SHP-01677,2023-11-11,2023-11-16,2023-11-14,Dallas,Chicago,1878,CAR-007,Van,206.31,0.336,Standard,CUST-3525,1786.12,Delayed
SHP-01678,2024-12-02,2024-12-07,2024-12-06,Dallas,San Francisco,2238,CAR-007,Semi-Truck,459.94,1.034,Standard,CUST-8713,2989.71,Delayed
SHP-01679,2024-07-17,2024-07-18,2024-07-18,Cleveland,Detroit,1362,CAR-002,Truck,264.72,0.494,Express,CUST-8593,1436.14,On-Time
SHP-01680,2024-12-24,2024-12-26,2024-12-26,Milwaukee,Cleveland,1216,CAR-008,Semi-Truck,129.93,0.311,Standard,CUST-6215,1692.46,On-Time
SHP-01681,2023-05-17,2023-05-24,2023-05-21,Minneapolis,Miami,2453,CAR-004,Truck,291.7,0.807,Standard,CUST-7956,1881.86,Delayed
SHP-01682,2024-09-03,2024-09-04,2024-09-04,Miami,Dallas,841,CAR-007,Van,324.94,0.631,Standard,CUST-1440,966.41,On-Time
SHP-01683,2023-08-16,2023-08-17,2023-08-17,Washington DC,Nashville,806,CAR-007,Van,529.33,1.559,Express,CUST-9215,1541.27,On-Time
SHP-01684,2023-01-02,2023-01-03,2023-01-03,New York,Minneapolis,688,CAR-003,Semi-Truck,349.74,0.944,Express,CUST-4769,1187.73,On-Time
SHP-01685,2023-05-22,2023-05-28,2023-05-25,Atlanta,Los Angeles,1831,CAR-007,Van,478.82,1.3,Standard,CUST-3947,2389.65,Delayed
SHP-01686,2024-03-11,2024-03-12,2024-03-12,Denver,Chicago,903,CAR-008,Truck,155.94,0.191,Standard,CUST-8875,1308.16,On-Time
SHP-01687,2023-02-05,2023-02-07,2023-02-07,Dallas,Minneapolis,1259,CAR-005,Cargo Plane,938.63,2.613,Standard,CUST-7524,2086.49,On-Time
SHP-01688,2024-11-29,2024-12-02,2024-12-02,Minneapolis,New York,1785,CAR-008,Van,271.58,0.497,Standard,CUST-6673,2721.96,On-Time
SHP-01689,2024-12-03,2024-12-06,2024-12-06,San Francisco,Nashville,2023,CAR-005,Truck,542.47,1.482,Express,CUST-1200,3940.85,On-Time
SHP-01690,2023-06-14,2023-06-16,2023-06-16,Seattle,Dallas,1076,CAR-006,Truck,71.29,0.109,Standard,CUST-8964,878.45,On-Time
SHP-01691,2024-10-31,2024-11-01,2024-11-01,New York,Nashville,1638,CAR-005,Truck,250.08,0.477,Overnight,CUST-5237,3461.59,On-Time
SHP-01692,2024-10-11,2024-10-14,2024-10-13,Denver,Washington DC,1427,CAR-001,Semi-Truck,61.18,0.11,Standard,CUST-9225,1116.32,Delayed
SHP-01693,2024-01-17,2024-01-19,2024-01-19,Detroit,Philadelphia,1728,CAR-004,Semi-Truck,663.06,0.884,Express,CUST-2829,2555.37,On-Time
SHP-01694,2023-07-03,2023-07-04,2023-07-04,Chicago,Boston,2335,CAR-001,Truck,310.43,0.866,Overnight,CUST-3463,4178.38,On-Time
SHP-01695,2023-01-08,2023-01-09,2023-01-09,Philadelphia,Cleveland,537,CAR-005,Semi-Truck,1143.78,2.351,Standard,CUST-4237,1128.5,On-Time
SHP-01696,2024-06-11,2024-06-12,2024-06-12,Baltimore,New York,425,CAR-003,Semi-Truck,576.27,1.648,Express,CUST-1795,824.5,On-Time
SHP-01697,2024-04-20,2024-04-21,2024-04-21,Milwaukee,Philadelphia,579,CAR-003,Van,345.44,0.373,Standard,CUST-7014,772.7,On-Time
SHP-01698,2023-02-21,2023-02-26,2023-02-24,New York,Miami,2398,CAR-004,Truck,85.6,0.173,Express,CUST-1385,2024.11,Delayed
SHP-01699,2024-07-09,2024-07-11,2024-07-10,Cleveland,Philadelphia,400,CAR-004,Van,1259.61,1.701,Standard,CUST-5877,495.49,Delayed
SHP-01700,2024-10-13,2024-10-16,2024-10-16,Minneapolis,Los Angeles,1779,CAR-003,Van,172.87,0.513,Standard,CUST-9704,1853.58,On-Time
SHP-01701,2024-02-10,2024-02-12,2024-02-11,Milwaukee,New York,963,CAR-008,Van,358.62,0.592,Standard,CUST-9084,1483.83,Delayed
SHP-01702,2024-03-17,2024-03-18,2024-03-18,Houston,Dallas,597,CAR-007,Truck,162.38,0.306,Express,CUST-9577,902.07,On-Time
SHP-01703,2024-08-05,2024-08-07,2024-08-07,San Francisco,Miami,1033,CAR-001,Van,440.28,0.957,Standard,CUST-3404,1077.13,On-Time
SHP-01704,2024-09-15,2024-09-16,2024-09-16,Philadelphia,Detroit,2084,CAR-003,Truck,532.49,1.523,Overnight,CUST-2290,6181.67,On-Time
SHP-01705,2023-12-12,2023-12-12,2023-12-13,Denver,Seattle,1835,CAR-003,Semi-Truck,1022.23,1.059,Overnight,CUST-5208,6437.01,Early
SHP-01706,2024-10-30,2024-11-02,2024-11-02,San Francisco,Nashville,2023,CAR-008,Van,370.19,1.103,Express,CUST-2907,4732.11,On-Time
SHP-01707,2023-07-16,2023-07-19,2023-07-19,New York,Denver,1527,CAR-007,Cargo Plane,488.72,1.132,Standard,CUST-4993,1869.4,On-Time
SHP-01708,2024-12-11,2024-12-12,2024-12-12,San Francisco,Detroit,884,CAR-006,Truck,201.37,0.473,Express,CUST-8158,1056.95,On-Time
SHP-01709,2023-10-09,2023-10-13,2023-10-12,Detroit,Los Angeles,2414,CAR-008,Semi-Truck,308.1,0.324,Express,CUST-1749,4818.56,Delayed
SHP-01710,2024-09-11,2024-09-14,2024-09-13,Atlanta,Seattle,1336,CAR-002,Van,435.55,0.89,Standard,CUST-1306,1247.56,Delayed
SHP-01711,2024-02-29,2024-03-01,2024-03-01,Seattle,Atlanta,1191,CAR-007,Van,1763.72,4.775,Express,CUST-6212,4272.0,On-Time
SHP-01712,2023-04-10,2023-04-13,2023-04-11,Boston,Denver,298,CAR-004,Van,588.04,1.32,Standard,CUST-8547,263.58,Delayed
SHP-01713,2024-08-25,2024-08-26,2024-08-26,Atlanta,Nashville,848,CAR-008,Truck,175.12,0.348,Standard,CUST-8792,1090.49,On-Time
SHP-01714,2024-07-25,2024-07-29,2024-07-29,Philadelphia,Washington DC,2119,CAR-005,Truck,291.87,0.436,Standard,CUST-8280,2306.08,On-Time
SHP-01715,2023-06-05,2023-06-09,2023-06-06,Nashville,Philadelphia,386,CAR-001,Semi-Truck,937.73,2.199,Standard,CUST-7390,529.18,Delayed
SHP-01716,2023-09-19,2023-09-21,2023-09-21,Seattle,Milwaukee,1326,CAR-002,Truck,592.81,1.329,Standard,CUST-8971,1480.18,On-Time
SHP-01717,2024-07-28,2024-07-29,2024-07-29,Denver,Dallas,1196,CAR-002,Van,516.65,0.948,Overnight,CUST-6166,2493.17,On-Time
SHP-01718,2024-04-07,2024-04-11,2024-04-09,New York,Denver,1527,CAR-004,Van,551.33,0.556,Express,CUST-8070,1793.38,Delayed
SHP-01719,2024-03-01,2024-03-03,2024-03-02,Boston,Dallas,603,CAR-006,Van,192.37,0.399,Overnight,CUST-4845,1062.24,Delayed
SHP-01720,2024-01-20,2024-01-20,2024-01-21,San Francisco,Baltimore,774,CAR-007,Van,310.56,0.495,Overnight,CUST-4576,1739.77,Early
SHP-01721,2023-08-05,2023-08-07,2023-08-06,Baltimore,Miami,1999,CAR-001,Truck,397.99,0.58,Overnight,CUST-7571,4035.63,Delayed
SHP-01722,2024-07-17,2024-07-19,2024-07-19,Minneapolis,Denver,1195,CAR-002,Semi-Truck,449.43,0.48,Standard,CUST-6233,1112.05,On-Time
SHP-01723,2024-01-07,2024-01-08,2024-01-08,Los Angeles,Baltimore,737,CAR-008,Truck,852.85,1.437,Express,CUST-6206,2395.03,On-Time
SHP-01724,2024-05-29,2024-06-01,2024-06-01,Boston,Los Angeles,1645,CAR-001,Truck,127.08,0.19,Standard,CUST-9107,1432.65,On-Time
SHP-01725,2024-04-20,2024-04-23,2024-04-22,Houston,Atlanta,1070,CAR-003,Semi-Truck,293.61,0.657,Standard,CUST-7554,1324.88,Delayed
SHP-01726,2023-10-23,2023-10-24,2023-10-24,Nashville,Dallas,397,CAR-001,Semi-Truck,125.83,0.323,Standard,CUST-3822,354.91,On-Time
SHP-01727,2024-11-30,2024-12-01,2024-12-01,Denver,Washington DC,1427,CAR-007,Truck,367.01,0.802,Overnight,CUST-1475,3259.48,On-Time
SHP-01728,2024-09-25,2024-09-26,2024-09-26,Cleveland,Milwaukee,591,CAR-006,Truck,607.1,0.855,Standard,CUST-7697,727.33,On-Time
SHP-01729,2023-01-24,2023-01-26,2023-01-25,San Francisco,Baltimore,774,CAR-003,Van,101.91,0.222,Standard,CUST-8731,807.73,Delayed
SHP-01730,2024-12-01,2024-12-02,2024-12-02,Atlanta,Philadelphia,883,CAR-005,Truck,201.25,0.263,Standard,CUST-7378,896.38,On-Time
SHP-01731,2024-07-19,2024-07-20,2024-07-20,Atlanta,Baltimore,863,CAR-002,Van,339.93,0.99,Standard,CUST-4920,723.33,On-Time
SHP-01732,2023-06-29,2023-07-03,2023-07-02,Miami,San Francisco,1895,CAR-002,Semi-Truck,203.62,0.445,Standard,CUST-1506,1460.57,Delayed
SHP-01733,2023-07-31,2023-08-03,2023-08-03,Philadelphia,Baltimore,1727,CAR-008,Truck,882.64,2.384,Standard,CUST-8268,4048.6,On-Time
SHP-01734,2023-09-05,2023-09-06,2023-09-06,Cleveland,Dallas,618,CAR-004,Cargo Plane,289.67,0.588,Express,CUST-6427,729.78,On-Time
SHP-01735,2023-06-13,2023-06-20,2023-06-15,Atlanta,Minneapolis,1172,CAR-004,Semi-Truck,238.57,0.66,Standard,CUST-9515,868.79,Delayed
SHP-01736,2024-04-26,2024-04-28,2024-04-28,Miami,Nashville,1789,CAR-005,Van,266.1,0.466,Express,CUST-5260,3017.54,On-Time
SHP-01737,2024-07-04,2024-07-08,2024-07-08,Boston,Cleveland,2455,CAR-008,Semi-Truck,309.97,0.463,Standard,CUST-9751,3716.06,On-Time
SHP-01738,2023-01-25,2023-01-30,2023-01-27,Baltimore,Detroit,1154,CAR-008,Semi-Truck,305.33,0.713,Standard,CUST-1653,1876.11,Delayed
SHP-01739,2024-01-08,2024-01-09,2024-01-09,Seattle,Boston,835,CAR-004,Semi-Truck,431.27,0.488,Standard,CUST-3032,778.85,On-Time
SHP-01740,2023-04-17,2023-04-18,2023-04-18,Boston,San Francisco,303,CAR-004,Van,119.76,0.152,Standard,CUST-2831,183.33,On-Time
SHP-01741,2023-06-23,2023-06-28,2023-06-27,Cleveland,New York,2288,CAR-001,Truck,442.61,1.225,Standard,CUST-8906,2489.64,Delayed
SHP-01742,2023-08-04,2023-08-07,2023-08-07,Dallas,Los Angeles,1729,CAR-006,Truck,552.03,0.572,Standard,CUST-9053,1691.33,On-Time
SHP-01743,2023-09-08,2023-09-10,2023-09-10,Seattle,Detroit,1795,CAR-001,Truck,526.77,1.52,Express,CUST-6417,2675.14,On-Time
SHP-01744,2024-04-06,2024-04-07,2024-04-07,Washington DC,Baltimore,390,CAR-004,Truck,392.85,1.157,Express,CUST-3425,497.04,On-Time
SHP-01745,2024-06-18,2024-06-22,2024-06-22,Philadelphia,Washington DC,2119,CAR-007,Van,74.63,0.125,Standard,CUST-5771,2085.56,On-Time
SHP-01746,2023-11-11,2023-11-13,2023-11-12,Miami,Los Angeles,1907,CAR-002,Van,147.79,0.25,Overnight,CUST-5831,2844.39,Delayed
SHP-01747,2023-06-08,2023-06-12,2023-06-10,Cleveland,Minneapolis,1722,CAR-007,Truck,87.12,0.172,Express,CUST-5215,2298.52,Delayed
SHP-01748,2024-10-14,2024-10-16,2024-10-15,Cleveland,Los Angeles,702,CAR-002,Semi-Truck,838.69,2.418,Standard,CUST-5250,865.37,Delayed
SHP-01749,2024-01-08,2024-01-09,2024-01-09,Miami,Milwaukee,898,CAR-003,Semi-Truck,333.77,0.946,Express,CUST-7649,1674.2,On-Time
SHP-01750,2024-05-03,2024-05-05,2024-05-05,Detroit,Philadelphia,1728,CAR-002,Van,1164.89,2.012,Express,CUST-9209,3389.21,On-Time
SHP-01751,2023-11-18,2023-11-19,2023-11-19,Atlanta,Houston,909,CAR-007,Truck,658.93,0.795,Standard,CUST-9605,1281.08,On-Time
SHP-01752,2024-05-08,2024-05-10,2024-05-09,Minneapolis,Atlanta,234,CAR-006,Semi-Truck,273.56,0.486,Standard,CUST-6067,200.57,Delayed
SHP-01753,2023-07-31,2023-08-04,2023-08-04,New York,Washington DC,2391,CAR-003,Van,652.71,0.718,Standard,CUST-2959,3635.38,On-Time
SHP-01754,2024-10-27,2024-10-29,2024-10-29,Chicago,Detroit,1060,CAR-001,Truck,354.16,0.645,Standard,CUST-1199,1022.39,On-Time
SHP-01755,2024-06-20,2024-06-21,2024-06-21,Miami,New York,1054,CAR-008,Semi-Truck,409.91,0.848,Express,CUST-1538,2634.88,On-Time
SHP-01756,2024-02-13,2024-02-14,2024-02-14,Nashville,Dallas,397,CAR-007,Cargo Plane,1394.28,2.885,Express,CUST-9761,1021.43,On-Time
SHP-01757,2024-07-04,2024-07-11,2024-07-07,San Francisco,New York,2182,CAR-007,Cargo Plane,281.54,0.323,Express,CUST-5015,3172.71,Delayed
SHP-01758,2023-08-22,2023-08-26,2023-08-24,Dallas,Baltimore,1554,CAR-008,Truck,207.03,0.26,Express,CUST-5546,2924.35,Delayed
SHP-01759,2023-04-04,2023-04-06,2023-04-06,Los Angeles,Philadelphia,1905,CAR-008,Semi-Truck,311.13,0.478,Express,CUST-3171,4247.96,On-Time
SHP-01760,2024-06-19,2024-06-23,2024-06-23,Chicago,Dallas,2369,CAR-002,Van,247.47,0.587,Standard,CUST-8819,2067.45,On-Time
SHP-01761,2024-04-20,2024-04-25,2024-04-24,New York,Detroit,2043,CAR-007,Semi-Truck,487.02,0.634,Standard,CUST-2907,2621.18,Delayed
SHP-01762,2024-03-28,2024-04-01,2024-04-01,Los Angeles,San Francisco,2041,CAR-005,Van,501.23,0.981,Standard,CUST-4522,2959.84,On-Time
SHP-01763,2024-09-04,2024-09-05,2024-09-05,Denver,Chicago,903,CAR-008,Truck,19.72,0.038,Standard,CUST-2827,1205.09,On-Time
SHP-01764,2024-03-29,2024-03-31,2024-03-31,New York,Boston,1834,CAR-006,Van,388.11,0.972,Express,CUST-8475,2274.71,On-Time
SHP-01765,2023-01-01,2023-01-04,2023-01-04,Cleveland,Miami,1996,CAR-005,Truck,689.14,0.876,Standard,CUST-3892,3242.69,On-Time
SHP-01766,2023-12-03,2023-12-07,2023-12-07,Washington DC,Denver,2265,CAR-007,Truck,924.56,1.989,Standard,CUST-9719,3673.62,On-Time
SHP-01767,2023-09-12,2023-09-16,2023-09-16,Baltimore,Nashville,2274,CAR-006,Truck,374.94,0.401,Standard,CUST-2826,2020.31,On-Time
SHP-01768,2023-07-06,2023-07-07,2023-07-07,Detroit,Chicago,221,CAR-001,Truck,150.6,0.343,Standard,CUST-8708,194.24,On-Time
SHP-01769,2024-05-22,2024-05-25,2024-05-25,Nashville,San Francisco,1569,CAR-004,Van,644.38,1.221,Standard,CUST-8261,1675.76,On-Time
SHP-01770,2023-12-17,2023-12-19,2023-12-19,Cleveland,Minneapolis,1722,CAR-007,Truck,580.96,1.176,Express,CUST-4797,3434.42,On-Time
SHP-01771,2023-08-07,2023-08-08,2023-08-08,Boston,Philadelphia,786,CAR-003,Truck,416.86,0.524,Standard,CUST-8731,1109.51,On-Time
SHP-01772,2023-04-16,2023-04-18,2023-04-18,Boston,Washington DC,1643,CAR-002,Semi-Truck,888.47,1.574,Express,CUST-6304,2722.46,On-Time
SHP-01773,2023-06-10,2023-06-12,2023-06-12,Dallas,Nashville,1251,CAR-006,Truck,157.81,0.341,Standard,CUST-3574,1059.85,On-Time
SHP-01774,2023-11-30,2023-12-01,2023-12-01,New York,Detroit,2043,CAR-003,Cargo Plane,432.33,0.656,Overnight,CUST-5413,5682.18,On-Time
SHP-01775,2023-08-23,2023-08-24,2023-08-24,Minneapolis,New York,1785,CAR-005,Truck,336.36,0.711,Overnight,CUST-3375,3927.76,On-Time
